tag,root,pos,images
swim_briefs,briefs,NOUN,1937
swim_cap,cap,NOUN,1081
swim_trunks,trunks,NOUN,3121
swimming,swimming,VERB,3665
swimsuit,swimsuit,PROPN,463511
swimsuit_aside,swimsuit,VERB,3369
swimsuit_pull,pull,NOUN,0
swimsuit_under_clothes,swimsuit,VERB,13520
swing,swing,VERB,1740
swinging,swinging,VERB,783
swirl_lollipop,lollipop,PROPN,2393
sword,sword,NOUN,201514
sword_behind_back,sword,NOUN,1067
sword_of_hisou,sword,NOUN,2613
sword_over_shoulder,sword,NOUN,1520
symbol,symbol,NOUN,586
symbol-shaped_pupils,pupils,NOUN,94993
symbol_in_eye,symbol,NOUN,7007
symmetrical_docking,docking,NOUN,8289
symmetry,symmetry,NOUN,1960
syringe,syringe,NOUN,6770
syrup,syrup,NOUN,680
t-shirt,shirt,NOUN,38420
tabard,tabard,NOUN,18155
tabi,tabi,NOUN,13395
table,table,NOUN,53783
tablecloth,tablecloth,NOUN,1244
tablet_pc,pc,NOUN,3046
tachi-e,e,PROPN,9119
tactical_clothes,clothes,NOUN,1629
tail,tail,NOUN,480703
tail-tip_fire,fire,NOUN,2461
tail_bell,bell,NOUN,2036
tail_between_legs,tail,NOUN,1298
tail_bow,bow,NOUN,5009
tail_censor,censor,NOUN,1506
tail_feathers,feathers,NOUN,885
tail_grab,grab,VERB,1301
tail_hug,hug,NOUN,776
tail_ornament,ornament,NOUN,13227
tail_raised,raised,VERB,8738
tail_ribbon,ribbon,NOUN,5116
tail_through_clothes,tail,VERB,2281
tail_wagging,wagging,VERB,6075
tail_wrap,wrap,VERB,1265
tailcoat,tailcoat,NOUN,2154
taimanin_suit,suit,PROPN,808
taiyaki,taiyaki,NOUN,1971
take_your_pick,take,VERB,5909
taking_picture,taking,VERB,3879
takoyaki,takoyaki,PROPN,1371
talisman,talisman,NOUN,2332
talking,talking,VERB,11827
talking_on_phone,talking,VERB,1361
tall,tall,ADJ,825
tall_female,female,NOUN,1545
tally,tally,PROPN,2356
talons,talons,NOUN,2489
tam_o'_shanter,shanter,NOUN,2344
tamagoyaki,tamagoyaki,VERB,657
tambourine,tambourine,NOUN,630
tan,tan,PROPN,43227
tan_background,background,NOUN,1517
tanabata,tanabata,NOUN,1678
tangzhuang,tangzhuang,PROPN,1668
tank,tank,NOUN,7715
tank_focus,focus,NOUN,611
tank_top,top,NOUN,46793
tankini,tankini,NOUN,2107
tanlines,tanlines,PROPN,24044
tantou,tantou,NOUN,1006
tanuki,tanuki,PROPN,1982
tanzaku,tanzaku,NOUN,1085
tape,tape,NOUN,5404
tape_gag,gag,NOUN,1802
tape_measure,measure,NOUN,805
tapir_tail,tail,NOUN,1366
tareme,tareme,NOUN,28566
tarot,tarot,PROPN,1621
tassel,tassel,NOUN,35969
tassel_earrings,earrings,NOUN,5366
tasuki,tasuki,X,9654
tatami,tatami,PROPN,11239
tate_eboshi,eboshi,X,9850
tattoo,tattoo,NOUN,78404
taur,taur,NOUN,3172
taut_clothes,clothes,NOUN,13007
taut_dress,dress,NOUN,1585
taut_shirt,shirt,NOUN,6035
tea,tea,NOUN,8693
tea_set,set,NOUN,766
teacher,teacher,NOUN,3931
teacher_and_student,teacher,NOUN,796
teacup,teacup,PROPN,22526
team_9,team,NOUN,931
team_rocket,rocket,NOUN,1982
team_rocket_uniform,uniform,NOUN,961
team_skull,skull,NOUN,666
teamwork,teamwork,NOUN,1222
teapot,teapot,NOUN,9631
teardrop,teardrop,PROPN,5002
tearing_clothes,tearing,VERB,1064
tearing_up,tearing,VERB,23717
tears,tears,NOUN,186747
teasing,teasing,VERB,1606
teddy_bear,bear,VERB,19756
teenage,teenage,ADJ,1951
teeth,teeth,NOUN,254444
tegaki,tegaki,PROPN,2026
telekinesis,telekinesis,NOUN,954
telescope,telescope,NOUN,1042
television,television,NOUN,7584
telstar,telstar,NOUN,973
temari_ball,ball,PROPN,587
temple,temple,PROPN,612
tempura,tempura,NOUN,1187
tengu,tengu,PROPN,1164
tengu-geta,geta,NOUN,5199
tengu_mask,mask,NOUN,782
tennis,tennis,NOUN,603
tennis_ball,ball,NOUN,1064
tennis_racket,racket,NOUN,1770
tennis_uniform,uniform,NOUN,2233
tent,tent,NOUN,1213
tentacle_hair,hair,NOUN,17681
tentacle_pit,pit,NOUN,953
tentacle_sex,tentacle,VERB,5762
tentacles,tentacles,VERB,29357
tentacles_on_male,tentacles,NOUN,850
tentacles_under_clothes,tentacles,NOUN,987
tented_shirt,shirt,NOUN,773
teruterubouzu,teruterubouzu,NOUN,1206
test_plugsuit,plugsuit,PROPN,1092
test_tube,tube,PROPN,3245
testicle_grab,grab,VERB,722
testicle_sucking,sucking,VERB,681
testicles,testicles,NOUN,52175
text-only_page,page,NOUN,2374
text_focus,focus,NOUN,15629
texture,texture,NOUN,947
thai_text,text,PROPN,1060
thank_you,thank,VERB,2684
the_pose,pose,NOUN,3713
theft,theft,NOUN,1137
themed_object,object,NOUN,882
thermometer,thermometer,NOUN,1025
thermos,thermos,NOUN,823
they_had_lots_of_sex_afterwards,had,VERB,1146
thick_eyebrows,eyebrows,NOUN,49181
thick_thighs,thighs,NOUN,59107
thigh_boots,boots,NOUN,64306
thigh_cutout,cutout,NOUN,1487
thigh_gap,gap,NOUN,57223
thigh_grab,grab,NOUN,4274
thigh_holster,holster,NOUN,4926
thigh_pouch,pouch,NOUN,1460
thigh_ribbon,ribbon,NOUN,2058
thigh_sex,sex,NOUN,2377
thigh_strap,strap,NOUN,77068
thighband_pantyhose,thighband,NOUN,21866
thighhighs,thighhighs,NOUN,882748
thighhighs_over_pantyhose,thighhighs,VERB,1001
thighhighs_pull,pull,NOUN,1651
thighhighs_under_boots,thighhighs,VERB,5311
thighlet,thighlet,NOUN,9555
thighs,thighs,NOUN,342364
thinking,thinking,NOUN,2805
third_eye,eye,NOUN,35856
thong,thong,PROPN,22506
thong_bikini,bikini,PROPN,4973
thong_leotard,leotard,PROPN,3672
thorns,thorns,NOUN,3622
thought_bubble,bubble,NOUN,18445
thread,thread,NOUN,987
three-dimensional_maneuver_gear,gear,NOUN,1974
threesome,threesome,X,17672
throat_microphone,microphone,NOUN,602
throne,throne,NOUN,4360
through_clothes,through,ADP,1681
through_screen,through,ADP,653
through_wall,through,ADP,1163
throwing,throwing,VERB,3017
throwing_knife,throwing,VERB,716
thrusters,thrusters,NOUN,1352
thumb_ring,ring,NOUN,2782
thumbs_up,thumbs,VERB,8198
tiara,tiara,X,45841
tickling,tickling,VERB,1724
tie_clip,clip,NOUN,2112
tied_hair,hair,NOUN,19684
tied_shirt,shirt,NOUN,9183
tied_up_(nonsexual),tied,VERB,2314
tiered_tray,tray,NOUN,1181
tiger,tiger,NOUN,3996
tiger_boy,boy,NOUN,1475
tiger_ears,ears,NOUN,9522
tiger_girl,girl,NOUN,2876
tiger_print,print,NOUN,9002
tiger_stripes,stripes,NOUN,967
tiger_tail,tail,PROPN,6921
tight,tight,ADJ,9509
tight_pants,pants,NOUN,3265
tight_shirt,shirt,NOUN,1459
tile_floor,floor,NOUN,8089
tile_wall,wall,NOUN,4320
tiles,tiles,NOUN,12792
tilted_headwear,headwear,NOUN,7651
time_paradox,paradox,NOUN,5427
timestamp,timestamp,NOUN,1441
tinted_eyewear,eyewear,NOUN,7518
tiptoes,tiptoes,NOUN,7416
tire,tire,NOUN,833
tired,tired,ADJ,0
tissue,tissue,NOUN,1842
tissue_box,box,NOUN,3778
title,title,NOUN,1499
title_parody,parody,NOUN,1119
toast,toast,NOUN,1910
toast_in_mouth,toast,VERB,983
toe-point,point,NOUN,642
toe_ring,ring,NOUN,776
toe_scrunch,scrunch,NOUN,3483
toeless_footwear,footwear,NOUN,4217
toeless_legwear,legwear,VERB,10916
toenail_polish,polish,NOUN,12825
toenails,toenails,VERB,21545
toes,toes,NOUN,73757
toilet,toilet,NOUN,4151
toilet_paper,paper,NOUN,987
toilet_use,use,NOUN,1107
tokin_hat,hat,NOUN,32418
tokisadame_school_uniform,uniform,NOUN,920
tokiwadai_school_uniform,uniform,NOUN,5600
tokkuri,tokkuri,X,1906
tokusatsu,tokusatsu,PROPN,1630
tokyo_(city),tokyo,PROPN,591
tomato,tomato,NOUN,2977
tomboy,tomboy,PROPN,4307
tombstone,tombstone,NOUN,2403
tomoe_(symbol),tomoe,PROPN,3146
tomoeda_elementary_school_uniform,uniform,NOUN,1231
toned,toned,VERB,21539
toned_male,male,NOUN,6827
tonfa,tonfa,PROPN,1011
tongs,tongs,NOUN,773
tongue,tongue,NOUN,240645
tongue_out,tongue,VERB,171632
tongue_piercing,piercing,VERB,2038
too_many,many,ADJ,3375
tools,tools,NOUN,1000
toon_(style),toon,PROPN,809
tooth,tooth,NOUN,666
tooth_necklace,necklace,NOUN,1037
toothbrush,toothbrush,NOUN,2395
top-down_bottom-up,up,NOUN,15021
top_hat,hat,NOUN,17548
topknot,topknot,VERB,5318
topless,topless,ADV,57219
topless_male,male,NOUN,21150
torch,torch,NOUN,2227
torii,torii,X,9655
torn,torn,VERB,1612
torn_bike_shorts,shorts,NOUN,574
torn_bodysuit,bodysuit,NOUN,2777
torn_cape,cape,NOUN,2231
torn_clothes,clothes,NOUN,97591
torn_dress,dress,NOUN,4231
torn_gloves,gloves,NOUN,1021
torn_jacket,jacket,NOUN,997
torn_jeans,jeans,NOUN,1136
torn_legwear,legwear,NOUN,14924
torn_leotard,leotard,NOUN,1083
torn_panties,panties,NOUN,1285
torn_pants,pants,NOUN,4048
torn_scarf,scarf,NOUN,1168
torn_shirt,shirt,NOUN,6552
torn_shorts,shorts,NOUN,1895
torn_skirt,skirt,NOUN,3966
torn_sleeves,sleeves,NOUN,2592
torn_swimsuit,swimsuit,NOUN,1081
torogao,torogao,VERB,6272
torpedo,torpedo,NOUN,8600
torpedo_launcher,launcher,NOUN,1116
torpedo_tubes,tubes,NOUN,1678
torso_grab,grab,VERB,5888
torture,torture,NOUN,739
touching,touching,VERB,698
towel,towel,VERB,39360
towel_around_neck,towel,VERB,4083
towel_on_head,towel,VERB,4224
tower,tower,PROPN,4347
town,town,NOUN,2141
toy,toy,NOUN,3010
tracen_school_uniform,uniform,NOUN,8547
track_jacket,jacket,NOUN,21331
track_pants,pants,NOUN,3940
track_suit,suit,NOUN,6011
track_uniform,uniform,NOUN,722
trading_card,card,NOUN,5054
traditional_chinese_text,text,NOUN,992
traditional_clothes,clothes,NOUN,1267
traditional_media,media,NOUN,60701
traffic_cone,cone,NOUN,884
traffic_light,light,NOUN,1833
train,train,NOUN,3293
train_interior,train,VERB,4826
train_station,station,NOUN,1827
training_bra,training,VERB,1045
training_corps_(emblem),corps,NOUN,833
trait_connection,connection,NOUN,5916
transformation,transformation,NOUN,3294
transparent,transparent,ADJ,9345
transparent_background,background,NOUN,60919
transparent_umbrella,umbrella,NOUN,1957
transparent_wings,wings,NOUN,965
trash_bag,bag,NOUN,1016
trash_can,can,AUX,2588
travel_attendant,attendant,NOUN,607
tray,tray,NOUN,24568
treasure_chest,chest,NOUN,1414
treble_clef,clef,NOUN,2876
tree,tree,NOUN,112407
tree_shade,shade,NOUN,2272
tree_stump,stump,NOUN,1441
trefoil,trefoil,PROPN,3395
trembling,trembling,VERB,50737
trench_coat,coat,NOUN,4207
tress_ribbon,ribbon,NOUN,19344
tri_tails,tails,NOUN,2246
triangle,triangle,NOUN,2310
triangle_earrings,earrings,NOUN,985
triangle_mouth,mouth,NOUN,10548
triangular_headpiece,headpiece,NOUN,11080
tribadism,tribadism,NOUN,2227
tribal,tribal,ADJ,1359
trick_or_treat,trick,NOUN,2282
tricorne,tricorne,PROPN,1059
trident,trident,ADJ,4584
triforce,triforce,X,1406
trigger_discipline,discipline,NOUN,7525
trigram,trigram,PROPN,814
triple_penetration,penetration,NOUN,932
triplets,triplets,NOUN,701
tripping,tripping,VERB,1931
troll_face,face,NOUN,979
trolling,trolling,VERB,596
tropical_drink,drink,NOUN,1320
truck,truck,NOUN,1495
trumpet,trumpet,NOUN,2076
truth,truth,NOUN,1493
tsab_ground_military_uniform,uniform,NOUN,843
tsundere,tsundere,NOUN,4049
tsurime,tsurime,NOUN,27492
tube,tube,NOUN,1696
tube_dress,dress,NOUN,855
tube_top,top,NOUN,10963
tulip,tulip,NOUN,1214
tulip_hat,hat,NOUN,1514
tumblr_username,username,NOUN,769
tunic,tunic,NOUN,2675
turban,turban,NOUN,2074
turn_pale,turn,VERB,4816
turnaround,turnaround,PROPN,1905
turning_head,turning,VERB,1225
turret,turret,PROPN,19193
turtle,turtle,NOUN,1983
turtle_shell,shell,NOUN,2533
turtleneck,turtleneck,NOUN,67976
turtleneck_dress,dress,NOUN,1384
turtleneck_sweater,sweater,PROPN,16032
tusks,tusks,NOUN,2039
tutu,tutu,PROPN,839
tuxedo,tuxedo,NOUN,2412
twilight,twilight,NOUN,5109
twin_braids,braids,NOUN,126820
twin_drills,drills,NOUN,30848
twincest,twincest,ADJ,1360
twins,twins,NOUN,18615
twintails,twintails,NOUN,642325
twisted_torso,torso,NOUN,5612
twitching,twitching,VERB,1389
twitching_penis,penis,NOUN,2096
twitter_logo,logo,PROPN,1252
twitter_username,username,NOUN,148242
two-finger_salute,salute,NOUN,646
two-footed_footjob,footjob,NOUN,2457
two-handed,handed,ADJ,1574
two-handed_handjob,handjob,NOUN,776
two-sided_cape,cape,NOUN,1228
two-sided_fabric,fabric,NOUN,4176
two-sided_skirt,skirt,NOUN,663
two-tone_background,background,NOUN,27563
two-tone_bikini,bikini,NOUN,2136
two-tone_dress,dress,NOUN,7556
two-tone_fur,fur,NOUN,3414
two-tone_gloves,gloves,NOUN,2067
two-tone_hair,hair,NOUN,118748
two-tone_hairband,hairband,NOUN,1151
two-tone_headwear,headwear,NOUN,897
two-tone_jacket,jacket,NOUN,2336
two-tone_legwear,legwear,NOUN,1190
two-tone_ribbon,ribbon,NOUN,1811
two-tone_shirt,shirt,NOUN,3420
two-tone_skin,skin,NOUN,3874
two-tone_skirt,skirt,NOUN,2611
two-tone_swimsuit,swimsuit,NOUN,2160
two_side_up,side,NOUN,113265
two_tails,tails,NOUN,7137
tying,tying,VERB,681
tying_hair,tying,VERB,6429
typo,typo,PROPN,2430
u.a._school_uniform,uniform,NOUN,1363
u_u,u,NOUN,1322
uchikake,uchikake,PROPN,1131
uchiwa,uchiwa,PROPN,3854
ufo,ufo,PROPN,2273
ugly_man,man,NOUN,1009
ultra_ball,ball,NOUN,876
ultra_beast,beast,NOUN,0
umbrella,umbrella,NOUN,65030
unaligned_breasts,breasts,NOUN,3802
unamused,unamused,VERB,863
unbuttoned,unbuttoned,VERB,13853
unbuttoned_shirt,shirt,NOUN,4312
uncensored,uncensored,VERB,81914
uncommon_stimulation,stimulation,NOUN,1074
unconscious,unconscious,ADJ,1597
unconventional_media,media,NOUN,665
undead,undead,NOUN,877
under-rim_eyewear,eyewear,NOUN,21123
under_covers,under,ADP,7975
under_kotatsu,under,ADP,1009
under_table,under,ADP,1858
under_tree,under,ADP,964
underboob,underboob,ADV,73929
underboob_cutout,cutout,NOUN,3657
underbust,underbust,ADJ,13621
undercut,undercut,ADJ,8065
undershirt,undershirt,NOUN,6378
undersized_clothes,clothes,NOUN,2428
underwater,underwater,VERB,16645
underwear,underwear,NOUN,604849
underwear_only,underwear,NOUN,51691
undone_necktie,necktie,NOUN,1259
undressing,undressing,VERB,45665
undressing_another,undressing,VERB,900
uneven_eyes,eyes,NOUN,3253
uneven_gloves,gloves,NOUN,2773
uneven_legwear,legwear,NOUN,11630
uneven_sleeves,sleeves,NOUN,2372
uneven_twintails,twintails,NOUN,710
unfastened,unfastened,VERB,646
unfinished,unfinished,ADJ,5921
unicorn,unicorn,NOUN,1133
uniform,uniform,NOUN,135969
union_jack,jack,PROPN,1900
unitard,unitard,NOUN,1288
unmoving_pattern,pattern,NOUN,5283
unsheathed,unsheathed,VERB,4013
unsheathing,unsheathing,VERB,4800
untied,untied,VERB,13419
untied_bikini,bikini,NOUN,7033
untied_panties,panties,NOUN,2473
untucked_shirt,shirt,NOUN,1614
untying,untying,VERB,1443
unusually_open_eyes,eyes,NOUN,864
unzipped,unzipped,VERB,12914
unzipping,unzipping,VERB,933
updo,updo,NOUN,2445
upper_body,body,NOUN,428339
upper_teeth,teeth,NOUN,62763
upright_straddle,straddle,NOUN,3035
upshirt,upshirt,PROPN,1032
upshorts,upshorts,NOUN,1100
upside-down,upside,NOUN,18507
upskirt,upskirt,PROPN,27175
uranohoshi_school_uniform,uniform,NOUN,3108
urethra,urethra,PROPN,2635
urethral_insertion,insertion,NOUN,832
used_condom,used,VERB,8721
used_tissue,tissue,NOUN,1481
user_interface,interface,NOUN,1120
ushanka,ushanka,NOUN,1575
utensil_in_mouth,utensil,PROPN,1145
uterus,uterus,NOUN,5197
utility_belt,belt,NOUN,1444
utility_pole,pole,NOUN,4569
uvula,uvula,PROPN,1178
uwabaki,uwabaki,PROPN,6047
v,v,X,83518
v-fin,v,X,3520
v-neck,v,X,5177
v-shaped_eyebrows,eyebrows,NOUN,103476
v_arms,v,ADP,20403
v_over_eye,v,ADP,3759
vacuum_cleaner,cleaner,NOUN,711
vaginal,vaginal,ADJ,128380
vaginal_object_insertion,insertion,NOUN,7668
valentine,valentine,PROPN,16682
valkyrie,valkyrie,PROPN,899
vambraces,vambraces,NOUN,12950
vampire,vampire,NOUN,9286
vampire_costume,costume,PROPN,1019
vanishing_point,point,NOUN,996
varia_suit,suit,NOUN,640
variable_fighter,fighter,NOUN,755
variations,variations,NOUN,1719
vase,vase,NOUN,4780
vastaya,vastaya,PROPN,0
vaulting_horse,horse,NOUN,1115
vegetable,vegetable,NOUN,2865
vehicle_focus,focus,NOUN,6213
veil,veil,NOUN,33527
veins,veins,NOUN,22470
veiny_breasts,breasts,NOUN,1310
veiny_penis,penis,NOUN,14333
vending_machine,machine,NOUN,1889
venus_symbol,symbol,NOUN,1357
veranda,veranda,PROPN,2065
vertical-striped_bikini,bikini,NOUN,931
vertical-striped_dress,dress,NOUN,2804
vertical-striped_legwear,legwear,NOUN,3250
vertical-striped_panties,panties,NOUN,795
vertical-striped_shirt,shirt,NOUN,4330
vertical-striped_skirt,skirt,NOUN,2034
vertical_stripes,stripes,NOUN,28842
very_dark_skin,skin,NOUN,4131
very_long_fingernails,fingernails,NOUN,1656
very_long_hair,hair,NOUN,613660
very_long_sleeves,sleeves,NOUN,1557
very_short_hair,hair,NOUN,8924
vest,vest,PROPN,131471
vial,vial,NOUN,2097
vibrator,vibrator,NOUN,16515
vibrator_in_thighhighs,vibrator,PROPN,1143
vibrator_on_nipple,vibrator,NOUN,837
vibrator_under_clothes,vibrator,NOUN,2588
vibrator_under_panties,vibrator,NOUN,1464
video_camera,camera,NOUN,2085
video_game,game,NOUN,1541
viewer_holding_leash,holding,VERB,1473
viewfinder,viewfinder,NOUN,2972
vines,vines,NOUN,7887
violin,violin,NOUN,3394
virgin_killer_outfit,outfit,NOUN,955
virgin_killer_sweater,sweater,PROPN,3920
virtual_youtuber,youtuber,NOUN,186612
visible_air,air,NOUN,1555
vision_(genshin_impact),vision,NOUN,12481
visor,visor,NOUN,4639
visor_(armor),visor,NOUN,888
visor_cap,cap,NOUN,15488
visual_novel,novel,NOUN,625
vocaloid_append,append,VERB,1981
voice_actor,actor,NOUN,998
voice_actor_connection,connection,NOUN,7126
voile,voile,PROPN,943
volcano,volcano,NOUN,650
volleyball,volleyball,NOUN,2620
volleyball_uniform,uniform,NOUN,1900
vore,vore,PROPN,1025
voyakiloid,voyakiloid,PROPN,1670
voyeurism,voyeurism,NOUN,1173
w,w,X,8670
w_arms,arms,NOUN,3033
wa_lolita,lolita,PROPN,857
wa_maid,maid,PROPN,2452
wading,wading,VERB,26251
wading_pool,pool,NOUN,1192
wagashi,wagashi,PROPN,9312
waist_apron,apron,NOUN,33631
waist_bow,bow,NOUN,3656
waist_cape,cape,NOUN,5732
waistcoat,waistcoat,NOUN,5271
waiter,waiter,NOUN,894
waitress,waitress,NOUN,11837
wakamezake,wakamezake,PROPN,660
waking_up,waking,VERB,4413
wakizashi,wakizashi,PROPN,1051
walk-in,walk,VERB,2450
walkie-talkie,talkie,PROPN,1025
walking,walking,VERB,23001
walking_on_liquid,walking,VERB,668
wall,wall,PROPN,8811
wall_clock,clock,PROPN,825
wall_of_text,wall,NOUN,1084
wallet,wallet,NOUN,818
walther,walther,NOUN,613
wand,wand,VERB,14500
war,war,NOUN,986
wardrobe_error,error,NOUN,751
wardrobe_malfunction,malfunction,NOUN,7137
wariza,wariza,NOUN,60868
warrior,warrior,NOUN,685
warship,warship,NOUN,1944
washing,washing,NOUN,1076
washing_machine,machine,NOUN,891
watch,watch,VERB,19954
watching_television,watching,VERB,691
water,water,NOUN,157168
water_bottle,bottle,NOUN,6867
water_drop,drop,NOUN,17640
water_gun,gun,NOUN,5044
watercolor_(medium),watercolor,NOUN,8323
watercolor_pencil_(medium),pencil,NOUN,676
watercraft,watercraft,NOUN,9568
waterfall,waterfall,NOUN,4318
watering_can,can,AUX,1829
watermark,watermark,NOUN,63274
watermelon,watermelon,NOUN,6788
watermelon_bar,bar,NOUN,1187
watson_cross,cross,PROPN,2776
waves,waves,NOUN,4669
waving,waving,VERB,16193
waving_arms,waving,VERB,633
wavy_hair,hair,NOUN,62815
wavy_mouth,mouth,NOUN,55557
weapon,weapon,NOUN,426816
weapon_bag,bag,NOUN,623
weapon_on_back,weapon,NOUN,4769
weapon_over_shoulder,weapon,NOUN,5536
web_address,address,NOUN,30406
wedding,wedding,NOUN,2611
wedding_band,band,NOUN,12096
wedding_dress,dress,NOUN,16600
wedding_ring,ring,NOUN,12096
wedgie,wedgie,PROPN,4307
weibo_username,username,NOUN,2511
weighing_scale,scale,NOUN,1054
weight_conscious,conscious,ADJ,1095
weightlifting,weightlifting,VERB,780
werewolf,werewolf,NOUN,1265
wet,wet,ADJ,104421
wet_clothes,clothes,NOUN,35130
wet_dress,dress,NOUN,948
wet_hair,hair,NOUN,10155
wet_panties,panties,NOUN,5368
wet_shirt,shirt,NOUN,10587
wet_swimsuit,swimsuit,PROPN,2590
wetsuit,wetsuit,NOUN,1023
whale,whale,NOUN,2032
what,what,PRON,3496
wheat,wheat,NOUN,811
wheel,wheel,NOUN,1608
wheelbarrow,wheelbarrow,NOUN,844
wheelchair,wheelchair,NOUN,1227
when_you_see_it,see,VERB,2135
whip,whip,VERB,5574
whip_marks,marks,NOUN,664
whipped_cream,cream,NOUN,1549
whisk,whisk,VERB,1812
whisker_markings,markings,NOUN,9929
whiskers,whiskers,NOUN,4201
whiskey,whiskey,NOUN,713
whispering,whispering,VERB,1253
whistle,whistle,NOUN,4538
whistle_around_neck,whistle,VERB,2151
white-framed_eyewear,eyewear,NOUN,1511
white_apron,apron,PROPN,32975
white_ascot,ascot,PROPN,3770
white_background,background,NOUN,862876
white_bag,bag,PROPN,934
white_belt,belt,NOUN,6046
white_bikini,bikini,PROPN,61872
white_bloomers,bloomers,NOUN,4323
white_blouse,blouse,PROPN,427328
white_bodysuit,bodysuit,PROPN,6482
white_border,border,PROPN,28611
white_bow,bow,PROPN,45075
white_bowtie,bowtie,PROPN,6052
white_bra,bra,NOUN,23604
white_butterfly,butterfly,NOUN,841
white_camisole,camisole,PROPN,3796
white_cape,cape,NOUN,7925
white_capelet,capelet,PROPN,7557
white_cardigan,cardigan,PROPN,2076
white_cat,cat,NOUN,2176
white_choker,choker,PROPN,7327
white_cloak,cloak,PROPN,2158
white_coat,coat,NOUN,13289
white_collar,collar,PROPN,5794
white_day,day,NOUN,740
white_dress,dress,NOUN,145474
white_eyes,eyes,NOUN,7347
white_feathers,feathers,NOUN,2402
white_flower,flower,PROPN,43333
white_footwear,footwear,NOUN,51527
white_fur,fur,NOUN,7202
white_gloves,gloves,NOUN,185447
white_hair,hair,PROPN,399639
white_hairband,hairband,NOUN,17599
white_headband,headband,PROPN,2262
white_headwear,headwear,PROPN,64453
white_hoodie,hoodie,PROPN,5922
white_horns,horns,NOUN,1728
white_jacket,jacket,NOUN,49050
white_kimono,kimono,PROPN,17036
white_legwear,legwear,PROPN,99121
white_leotard,leotard,PROPN,15364
white_male_underwear,underwear,NOUN,1892
white_nails,nails,NOUN,2165
white_neckerchief,neckerchief,NOUN,4323
white_necktie,necktie,NOUN,4467
white_neckwear,neckwear,PROPN,0
white_outline,outline,NOUN,10116
white_panties,panties,NOUN,141267
white_pants,pants,NOUN,15642
white_pupils,pupils,NOUN,20399
white_ribbon,ribbon,NOUN,31662
white_robe,robe,PROPN,2533
white_rose,rose,VERB,7328
white_sailor_collar,collar,PROPN,19377
white_sarong,sarong,PROPN,722
white_sash,sash,NOUN,1631
white_scarf,scarf,NOUN,13039
white_scrunchie,scrunchie,PROPN,2724
white_serafuku,serafuku,NOUN,1074
white_shirt,shirt,NOUN,427328
white_shorts,shorts,NOUN,17611
white_skin,skin,NOUN,19814
white_skirt,skirt,PROPN,48649
white_sleeves,sleeves,NOUN,21184
white_snake,snake,PROPN,967
white_suit,suit,NOUN,1648
white_sweater,sweater,PROPN,10995
white_swimsuit,swimsuit,PROPN,0
white_tail,tail,PROPN,1050
white_tank_top,top,NOUN,6391
white_theme,theme,NOUN,2460
white_tiger,tiger,NOUN,965
white_umbrella,umbrella,NOUN,929
